player_name,position,projected_rank,avg_expert_rank,projected_fantasy_total,projected_fantasy_std,projected_fantasy_slope,overall_adp
Jarvis Landry,WR,41,42.09,100.01269876052038,58.291759134464264,-1.2544097115295252,102.0
Curtis Samuel,WR,42,43.2,98.77364938383117,55.49311256217419,-1.2238238118266258,118.0
Mike Williams,WR,43,43.8,97.56478208761288,54.373744218663596,-1.1940450598864016,116.0
Michael Gallup,WR,44,45.02,96.3852911962068,54.94308864996402,-1.1650705115009012,121.0
Marvin Jones Jr.,WR,45,46.67,95.23437397816214,61.74004598689289,-1.1368972224621738,133.0
Michael Thomas,WR,46,48.44,94.11123064623618,66.20428748771359,-1.1095222485622682,72.0
Jaylen Waddle,WR,47,49.66,93.015064357394,63.2290875484417,-1.082942645593234,111.0
Michael Pittman Jr.,WR,48,49.76,91.94508121280874,60.44897940504133,-1.0571554693471201,123.0
Darnell Mooney,WR,49,50.63,90.90049025786143,63.00415349819955,-1.0321577756159757,130.0
DeVante Parker,WR,50,51.14,89.8805034821411,63.42868194498813,-1.007946620191849,151.0
Marquise Brown,WR,51,52.05,88.88433581944471,60.41349652531515,-0.9845190588667903,132.0
Mecole Hardman,WR,52,57.31,87.91120514777715,56.23125848428988,-0.9618721474328478,131.0
Russell Gage,WR,53,59.1,86.9603322893513,61.28531086521765,-0.9400029416820708,156.0
Henry Ruggs III,WR,54,59.74,86.03094101058794,64.64298302037345,-0.918908497406508,128.0
Elijah Moore,WR,55,58.77,85.12225802211584,58.78681673363106,-0.8985858703982101,145.0
T.Y. Hilton,WR,56,60.79,84.23351297877176,61.17343780151168,-0.8790321164492241,152.0
Cole Beasley,WR,57,59.59,83.36393847960028,56.66729341701327,-0.8602442913516004,144.0
Jakobi Meyers,WR,58,61.83,82.51277006785409,60.182377944786815,-0.842219450897387,177.0
Jalen Reagor,WR,59,63.75,81.6792462309937,54.89103697501117,-0.8249546508786341,175.0
Sterling Shepard,WR,60,62.37,80.86260840068763,58.256308465216996,-0.8084469470873903,197.0
Nelson Agholor,WR,61,62.55,80.0621009528124,55.34465474937798,-0.792693395315704,174.0
Jamison Crowder,WR,62,67.69,79.27697120745236,52.78977901237685,-0.7776910513556259,194.0
Rashod Bateman,WR,63,67.84,78.50646942889993,52.58090063046763,-0.7634369709992033,193.0
Rondale Moore,WR,64,66.8,77.74984882565539,56.573415424425605,-0.7499282100384868,190.0
Tre'Quan Smith,WR,65,71.11,77.00636555042702,54.59068984070407,-0.7371618242655251,204.0
Gabriel Davis,WR,66,69.04,76.27527870013108,51.261577918014964,-0.7251348694723658,224.0
Emmanuel Sanders,WR,67,66.47,75.55585031589166,54.097649432060116,-0.7138444014510603,208.0
Parris Campbell,WR,68,71.86,74.84734538304099,54.29417079362528,-0.7032874759936552,248.0
Bryan Edwards,WR,69,72.16,74.14903183111906,55.656821287510695,-0.6934611488922018,199.0
Christian Kirk,WR,70,71.12,73.46018053387391,56.09693550310485,-0.6843624759387477,226.0
John Brown,WR,71,69.51,72.78006530926156,60.51113514052197,-0.6759885129253429,230.0
Breshad Perriman,WR,72,74.71,72.10796291944587,69.86231096434231,-0.668336315644035,253.0
Terrace Marshall Jr.,WR,73,72.39,71.44315307079877,66.7465863185915,-0.6614029398868753,191.0
Darius Slayton,WR,74,76.81,70.78491841390004,61.5215180484877,-0.6551854414459108,257.0
A.J. Green,WR,75,75.51,70.1325445435375,45.61500851606233,-0.6496808761131927,171.0
Amon-Ra St. Brown,WR,76,76.52,69.4853199987069,55.27520282358021,-0.6448862996807678,202.0
Randall Cobb,WR,77,76.83,68.84253626261187,54.665424918146215,-0.6407987679406872,178.0
Allen Lazard,WR,78,78.81,68.20348776266408,52.96424855212578,-0.637415336684998,243.0
Sammy Watkins,WR,79,80.12,67.56747187048305,54.93030088717479,-0.6347330617057514,218.0
Travis Kelce,TE,0,1.03,125.31785851617043,75.07373184157044,-4.03400803497447,12.0
Darren Waller,TE,1,2.2,121.35184351530124,70.98474188335767,-3.8986601514808807,25.0
George Kittle,TE,2,2.88,117.51927138627802,65.829688183713,-3.767112748779232,26.0
Mark Andrews,TE,3,4.93,113.8163702758187,60.36251550808373,-3.6393085718498015,52.0
T.J. Hockenson,TE,4,5.15,110.23942558566092,59.17740434646644,-3.5151903656728685,56.0
Kyle Pitts,TE,5,5.15,106.78477997256203,54.072736665348366,-3.394700875228711,46.0
Noah Fant,TE,6,8.55,103.44883334829915,55.987287161740014,-3.277782845497609,79.0
Logan Thomas,TE,7,8.88,100.22804287966905,51.704260582801744,-3.16437902145984,81.0
Robert Tonyan,TE,8,10.44,97.11892298848826,51.28593798344972,-3.054432148095684,94.0
Dallas Goedert,TE,9,10.46,94.11804535159305,50.61896091771911,-2.9478849703854184,87.0
Tyler Higbee,TE,10,10.93,91.22203890083938,51.22814164666375,-2.8446802333093233,99.0
Mike Gesicki,TE,11,12.43,88.42758982310292,54.327979993286064,-2.7447606818476773,110.0
Irv Smith Jr.,TE,12,13.28,85.73144156027911,55.41126991884597,-2.648069060980758,125.0
Jonnu Smith,TE,13,13.88,83.13039480928308,50.70207772735804,-2.5545481156888457,154.0
Evan Engram,TE,14,15.37,80.62130752204965,57.003978635240145,-2.4641405909522174,162.0
Rob Gronkowski,TE,15,17.33,78.20109490553344,54.87260542191113,-2.376789231751154,112.0
Hunter Henry,TE,16,18.5,75.86672942170873,59.756200383098026,-2.2924367830659325,149.0
Gerald Everett,TE,17,19.32,73.61524078756953,49.65652643191981,-2.2110259898768323,187.0
Jared Cook,TE,18,21.0,71.4437159751296,48.743253059196476,-2.1324995971641325,180.0
Cole Kmet,TE,19,20.64,69.34929921142239,46.282446817361766,-2.0568003499081122,225.0
Austin Hooper,TE,20,21.71,67.32919197850106,47.213003021635764,-1.9838709930890488,220.0
Blake Jarwin,TE,21,21.41,65.38065301343853,45.737636121958595,-1.9136542716872222,192.0
Adam Trautman,TE,22,21.99,63.50099830832744,44.16481322300956,-1.8460929306829108,181.0
Zach Ertz,TE,23,23.22,61.68760111028012,42.39835193629088,-1.7811297150563932,163.0
Anthony Firkser,TE,24,22.87,59.93789192142863,45.61147636731391,-1.7187073697879485,219.0
Eric Ebron,TE,25,25.04,58.249358498924764,40.03779216062487,-1.6587686398578558,222.0
Hayden Hurst,TE,26,27.43,56.61954585494004,41.58153113028122,-1.6012562702463926,232.0
Dawson Knox,TE,27,29.69,55.04605625666569,39.16520564650891,-1.5461130059338393,236.0
O.J. Howard,TE,28,30.41,53.52654922631264,42.112040447089285,-1.4932815919004732,255.0
Dan Arnold,TE,29,30.66,52.05874154111157,43.11788320235412,-1.4427047731265739,343.0
Jimmy Graham,TE,30,33.72,50.6404072333129,37.39018818941015,-1.394325294592421,282.0
Jack Doyle,TE,31,33.96,49.269377590186735,34.38392532838062,-1.3480859012782909,412.0
Chris Herndon IV,TE,32,34.76,47.943541154022896,31.55496087076572,-1.3039293381644645,386.0
Kyle Rudolph,TE,33,38.5,46.660843722130934,36.47893956175356,-1.2617983502312207,438.0
Dalton Schultz,TE,34,34.25,45.41928834684013,36.812903669001855,-1.2216356824588361,330.0
Pat Freiermuth,TE,35,36.96,44.21693533549957,38.652803318641396,-1.183384079827591,167.0
Ian Thomas,TE,36,41.75,43.05190225047782,30.328898513596087,-1.1469862873177643,-1.0
Mo Alie-Cox,TE,37,34.72,41.92236390916345,36.049693152730654,-1.1123850499096348,299.0
Jordan Akins,TE,38,36.39,40.8265523839646,31.299051607837395,-1.0795231125834808,252.0
Donald Parham Jr.,TE,39,36.25,39.76275700230909,32.32982447550998,-1.0483432203195804,374.0
Will Dissly,TE,40,39.24,38.72932434664456,27.41020256017045,-1.0187881180982146,415.0
Harrison Bryant,TE,41,42.46,37.72465825443837,29.063722148587843,-0.9908005508996593,447.0
C.J. Uzomah,TE,42,36.59,36.74721981817754,27.8027088119836,-0.9643232637041956,352.0
David Njoku,TE,43,43.53,35.79552738536887,29.64839637159837,-0.9392990014921017,427.0
Drew Sample,TE,44,44.44,34.868156558538814,29.493439320685592,-0.9156705092436548,444.0
Albert Okwuegbunam,TE,45,44.16,33.96374019523357,27.475407634671377,-0.8933805319391368,424.0
Tyler Conklin,TE,46,43.09,33.08096840801913,21.1697535094019,-0.8723718145588233,-1.0
Jacob Hollister,TE,47,46.46,32.21858856448111,34.96690773414687,-0.8525871020829943,449.0
Cameron Brate,TE,48,48.86,31.375405287224893,39.31934186528042,-0.8339691394919293,-1.0
Tyler Kroft,TE,49,44.08,30.550280453875573,50.37117728111853,-0.8164606717659062,395.0
Foster Moreau,TE,50,50.71,29.742133197077962,48.838942780957,-0.800004443885205,426.0
Brevin Jordan,TE,51,54.98,28.94993990449663,45.82222970626563,-0.7845432008301021,-1.0
James O'Shaughnessy,TE,52,47.71,28.17273421881582,33.34209802465752,-0.7700196875808785,435.0
Maxx Williams,TE,53,47.32,27.40960703773949,21.596078747864173,-0.7563766491178114,-1.0
Geoff Swaim,TE,54,54.66,26.659706513991367,20.048004802738966,-0.7435568304211806,-1.0
Jacob Harris,TE,55,51.53,25.922238055314878,21.249752035993758,-0.7315029764712655,-1.0
Tyler Eifert,TE,56,46.15,25.19646432447317,21.21329719897702,-0.7201578322483435,-1.0
Kylen Granson,TE,57,54.3,24.48170523924911,18.39253814821673,-0.7094641427326938,-1.0
Darren Fells,TE,58,57.89,23.77733797244524,26.624499067912694,-0.6993646529045945,-1.0
Hunter Long,TE,59,59.44,23.082796951883992,26.33468246791427,-0.6898021077443257,-1.0
Juwan Johnson,TE,60,33.71,22.397573860407235,31.173651425681214,-0.6807192522321674,423.0
Nick Boyle,TE,61,53.88,21.72121763587684,28.07746095078885,-0.6720588313483944,-1.0
Jace Sternberger,TE,62,59.65,21.05333447117424,30.920307762031822,-0.6637635900732874,-1.0
Ryan Griffin,TE,63,61.63,20.393587814200643,24.335290523916125,-0.6557762733871257,-1.0
Brycen Hopkins,TE,64,63.29,19.741698367876907,21.08069999332339,-0.6480396262701893,-1.0
Noah Gray,TE,65,59.85,19.097444090143753,23.73164672418302,-0.6404963937027555,-1.0
Kahale Warring,TE,66,60.15,18.46066019396146,27.525427077567194,-0.6330893206651016,-1.0
Tommy Tremble,TE,67,69.0,17.831239147310143,28.73836043980546,-0.6257611521375068,-1.0
Adam Shaheen,TE,68,68.06,17.20913067318962,23.35211296003462,-0.618454633100253,-1.0
Nick Vannett,TE,69,61.13,16.59434174961949,19.48463421891001,-0.6111125085336164,-1.0
Justin Tucker,K,0,1.57,138.7641099067456,18.863126949131203,-5.734046454083957,117.0
Harrison Butker,K,1,2.43,133.37332514477535,29.25789964023434,-5.0549851225316065,120.0
Younghoe Koo,K,2,4.13,128.63921555633223,30.888733457287238,-4.420696107029697,126.0
Greg Zuerlein,K,3,5.25,124.51700882536582,26.900951278685607,-3.8311794075782264,155.0
Jason Sanders,K,4,6.37,120.96193263582565,41.136546059113,-3.2864350241771967,141.0
Tyler Bass,K,5,7.54,117.92921467166127,39.718283627581236,-2.7864629568266075,136.0
Rodrigo Blankenship,K,6,9.33,115.37408261682228,44.87245692401749,-2.3312632055264597,164.0
Matt Prater,K,7,9.67,113.25176415525821,33.58551492265717,-1.9208357702767516,206.0
Ryan Succop,K,8,9.55,111.51748697091864,34.89223071201319,-1.5551806510774835,169.0
Robbie Gould,K,9,10.56,110.1264787477531,34.03040680194147,-1.2342978479286568,207.0
Jason Myers,K,10,10.76,109.03396716971116,32.9715968717675,-0.9581873608302693,212.0
Mason Crosby,K,11,13.48,108.19517992074242,31.025621077382343,-0.7268491897823246,201.0
Michael Badgley,K,12,14.76,107.56534468479639,26.727874713379318,-0.540283334784819,250.0
Daniel Carlson,K,13,15.37,107.09968914582262,39.91674291426345,-0.39848979583775446,211.0
Brandon McManus,K,14,16.08,106.75344098777073,42.0387175386073,-0.30146857294112905,231.0
Matt Gay,K,15,14.55,106.48182789459023,44.212310446997996,-0.24921966609494461,239.0
Chris Boswell,K,16,19.29,106.2400775502307,37.33019166675338,-0.24174307529920114,259.0
Wil Lutz,K,17,17.38,105.98341763864168,45.34427821158357,-0.27903880055389774,200.0
Jake Elliott,K,18,19.49,105.66707584377274,50.659103832355676,-0.3611068418590344,365.0
Dustin Hopkins,K,19,20.03,105.24627984957347,49.739510202367974,-0.48794719921461294,275.0
Joey Slye,K,20,19.37,104.67625733999336,50.94392086110307,-0.6595598726206298,277.0
Josh Lambo,K,21,22.85,103.91223599898206,43.506649918209334,-0.8759448620770911,368.0
Ka'imi Fairbairn,K,22,22.86,102.90944351048906,33.57270716916744,-1.1371021675839899,359.0
Graham Gano,K,23,22.98,101.62310755846391,32.091689628467314,-1.4430317891413278,353.0
Cairo Santos,K,24,23.74,100.00845582685626,42.598687164608116,-1.7937337267491102,349.0
Evan McPherson,K,25,24.05,98.02071599961558,48.96200340853893,-2.189207980407332,308.0
Nick Folk,K,26,25.63,95.61511576069142,46.98272600871385,-2.6294545501159927,247.0
Cody Parkey,K,27,25.78,92.74688279403344,45.79206896665528,-3.1144734358750927,355.0
